Year and Quarter,Analysis,Department_Type_Matrix,Compound,Units,xqcorgconc,Target,Actual,Percent Rec.,Date,Batch ID,Sample ID
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Bromodichloromethane,ppbv,0,0.2,0.2342,117.1,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,4-Dioxane",ppbv,0,0.2,0.37,185,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Methyl methacrylate,ppbv,0,0.2,0.295,147.5,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"cis-1,3-Dichloropropene",ppbv,0,0.2,0.2265,113.3,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,4-Methyl-2-pentanone (MIBK),ppbv,0,0.2,0.2438,121.9,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"trans-1,3-Dichloropropene",ppbv,0,0.2,0.2039,101.9,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,1,2-Trichloroethane",ppbv,0,0.2,0.211,105.5,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Toluene,ppbv,0,0.2,0.2554,127.7,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,2-Hexanone,ppbv,0,0.2,0.2568,128.4,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Dibromochloromethane,ppbv,0,0.2,0.2331,116.6,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dibromoethane",ppbv,0,0.2,0.2286,114.3,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Tetrachloroethene,ppbv,0,0.2,0.2546,127.3,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,1,1,2-Tetrachloroethane",ppbv,0,0.2,0.2429,121.5,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Chlorobenzene,ppbv,0,0.2,0.2455,122.7,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Ethylbenzene,ppbv,0,0.2,0.2671,133.5,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"p,m-Xylene",ppbv,0,0.4,0.4861,121.5,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Bromoform,ppbv,0,0.2,0.218,109,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Styrene,ppbv,0,0.2,0.2336,116.8,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,1,2,2-Tetrachloroethane",ppbv,0,0.2,0.2348,117.4,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,o-Xylene,ppbv,0,0.2,0.2828,141.4,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Isopropylbenzene,ppbv,0,0.2,0.2516,125.8,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,n-Propylbenzene,ppbv,0,0.2,0.249,124.5,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,2-Chlorotoluene,ppbv,0,0.2,0.2224,111.2,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,4-Ethyltoluene,ppbv,0,0.2,0.2458,122.9,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,3,5-Trimethylbenzene",ppbv,0,0.2,0.2437,121.9,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,tert-Butylbenzene,ppbv,0,0.2,0.2383,119.2,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,2,4-Trimethylbenzene",ppbv,0,0.2,0.2477,123.9,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,sec-Butylbenzene,ppbv,0,0.2,0.2432,121.6,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,3-Dichlorobenzene",ppbv,0,0.2,0.2029,101.4,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Benzyl chloride,ppbv,0,0.2,0.1511,75.6,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,4-Dichlorobenzene",ppbv,0,0.2,0.2186,109.3,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,o-Isopropyltoluene,ppbv,0,0.2,0.2291,114.6,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dichlorobenzene",ppbv,0,0.2,0.2325,116.3,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,n-Butylbenzene,ppbv,0,0.2,0.2316,115.8,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,"1,2,4-Trichlorobenzene",ppbv,0,0.2,0.1202,60.1,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Naphthalene,ppbv,0,0.2,0.1717,85.9,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR1,Hexachlorobutadiene,ppbv,0,0.2,0.2022,101.1,6/14/2024,240614A8,240614A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Propylene,ppbv,0,2,2.2026,110.1,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Dichlorodifluoromethane,ppbv,0,0.2,0.3222,161.1,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Chloromethane,ppbv,0,2,1.4956,74.8,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Freon 114,ppbv,0,0.2,0.2858,142.9,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Vinyl chloride,ppbv,0,0.2,0.2162,108.1,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,3-Butadiene",ppbv,0,2,1.8215,91.1,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Bromomethane,ppbv,0,0.2,0.2475,123.7,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Chloroethane,ppbv,0,2,1.9056,95.3,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Ethanol,ppbv,0,2,2.3765,118.8,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Vinyl Bromide,ppbv,0,0.2,0.2264,113.2,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Trichlorofluoromethane,ppbv,0,0.2,0.2616,130.8,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Acrolein,ppbv,0,2,1.7843,89.2,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Acetonitrile,ppbv,0,2,1.6638,83.2,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Isopropyl Alcohol,ppbv,0,0.2,0.3213,160.6,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Acetone,ppbv,0,2,2.076,103.8,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,1-Dichloroethene",ppbv,0,0.2,0.2425,121.2,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Acrylonitrile,ppbv,0,2,1.8354,91.8,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,tert-Butyl alcohol,ppbv,0,0.2,0.2407,120.4,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Methylene chloride,ppbv,0,2,1.9086,95.4,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Freon 113,ppbv,0,0.2,0.2484,124.2,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,3-Chloropropene,ppbv,0,2,2.6663,133.3,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Carbon disulfide,ppbv,0,0.2,0.3164,158.2,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"trans-1,2-Dichloroethene",ppbv,0,0.2,0.2361,118,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,tert-Methyl butyl ether (MTBE),ppbv,0,0.2,0.2435,121.7,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,1-Dichloroethane",ppbv,0,0.2,0.2392,119.6,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Vinyl acetate,ppbv,0,2,1.7263,86.3,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Hexane,ppbv,0,0.2,0.2387,119.4,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,2-Butanone (MEK),ppbv,0,2,1.6461,82.3,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"cis-1,2-Dichloroethene",ppbv,0,0.2,0.2154,107.7,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Chloroform,ppbv,0,0.2,0.2332,116.6,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,ethyl acetate,ppbv,0,2,2.0553,102.8,6/17/2024,240617A8,240617A8.LOQ020
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Tetrahydrofuran,ppbv,0,0.2,0.2783,139.2,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dichloroethane",ppbv,0,0.2,0.2454,122.7,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,1,1-Trichloroethane",ppbv,0,0.2,0.2325,116.3,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Cyclohexane,ppbv,0,0.2,0.2413,120.7,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Carbon tetrachloride,ppbv,0,0.2,0.3729,186.5,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Benzene,ppbv,0,0.2,0.2476,123.8,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,tert-Amyl methyl ether,ppbv,0,0.2,0.1548,77.4,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"2,2,4-Trimethylpentane",ppbv,0,0.2,0.2406,120.3,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Heptane,ppbv,0,0.2,0.2603,130.1,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dichloropropane",ppbv,0,0.2,0.2166,108.3,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Trichloroethene,ppbv,0,0.2,0.2332,116.6,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Bromodichloromethane,ppbv,0,0.2,0.2123,106.2,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,4-Dioxane",ppbv,0,0.2,0.3419,171,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Methyl methacrylate,ppbv,0,0.2,0.249,124.5,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"cis-1,3-Dichloropropene",ppbv,0,0.2,0.2163,108.2,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,4-Methyl-2-pentanone (MIBK),ppbv,0,0.2,0.247,123.5,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"trans-1,3-Dichloropropene",ppbv,0,0.2,0.1949,97.4,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,1,2-Trichloroethane",ppbv,0,0.2,0.2402,120.1,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Toluene,ppbv,0,0.2,0.2447,122.4,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,2-Hexanone,ppbv,0,0.2,0.2648,132.4,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Dibromochloromethane,ppbv,0,0.2,0.2359,118,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dibromoethane",ppbv,0,0.2,0.2567,128.4,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Tetrachloroethene,ppbv,0,0.2,0.2354,117.7,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,1,1,2-Tetrachloroethane",ppbv,0,0.2,0.2276,113.8,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Chlorobenzene,ppbv,0,0.2,0.2585,129.3,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Ethylbenzene,ppbv,0,0.2,0.2929,146.5,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"p,m-Xylene",ppbv,0,0.4,0.498,124.5,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Bromoform,ppbv,0,0.2,0.2168,108.4,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Styrene,ppbv,0,0.2,0.245,122.5,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,1,2,2-Tetrachloroethane",ppbv,0,0.2,0.235,117.5,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,o-Xylene,ppbv,0,0.2,0.2696,134.8,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Isopropylbenzene,ppbv,0,0.2,0.2631,131.5,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,n-Propylbenzene,ppbv,0,0.2,0.2446,122.3,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,2-Chlorotoluene,ppbv,0,0.2,0.2544,127.2,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,4-Ethyltoluene,ppbv,0,0.2,0.2486,124.3,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,3,5-Trimethylbenzene",ppbv,0,0.2,0.2328,116.4,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,tert-Butylbenzene,ppbv,0,0.2,0.261,130.5,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,2,4-Trimethylbenzene",ppbv,0,0.2,0.2524,126.2,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,sec-Butylbenzene,ppbv,0,0.2,0.2606,130.3,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,3-Dichlorobenzene",ppbv,0,0.2,0.2226,111.3,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Benzyl chloride,ppbv,0,0.2,0.134,67,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,4-Dichlorobenzene",ppbv,0,0.2,0.2201,110,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,o-Isopropyltoluene,ppbv,0,0.2,0.2423,121.1,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dichlorobenzene",ppbv,0,0.2,0.2398,119.9,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,n-Butylbenzene,ppbv,0,0.2,0.2458,122.9,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,"1,2,4-Trichlorobenzene",ppbv,0,0.2,0.1635,81.8,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Naphthalene,ppbv,0,0.2,0.224,112,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR2_LOD_LOQ,TO15,LOQ_AIR2,Hexachlorobutadiene,ppbv,0,0.2,0.2296,114.8,6/17/2024,240617A8,240617A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Propylene,ppbv,0,2,1.4166,70.8,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Dichlorodifluoromethane,ppbv,0,0.2,0.2629,131.5,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Chloromethane,ppbv,0,2,2.7189,135.9,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Freon 114,ppbv,0,0.2,0.2434,121.7,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Vinyl chloride,ppbv,0,0.2,0.2124,106.2,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,3-Butadiene",ppbv,0,2,2.1436,107.2,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Bromomethane,ppbv,0,0.2,0.2218,110.9,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Chloroethane,ppbv,0,2,2.4532,122.7,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Ethanol,ppbv,0,2,0.1754,8.8,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Vinyl Bromide,ppbv,0,0.2,0.2635,131.8,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Trichlorofluoromethane,ppbv,0,0.2,0.2326,116.3,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Acrolein,ppbv,0,2,1.5209,76,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Acetonitrile,ppbv,0,2,0.9229,46.1,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Isopropyl Alcohol,ppbv,0,0.2,0.0653,32.7,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Acetone,ppbv,0,2,1.352,67.6,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,1-Dichloroethene",ppbv,0,0.2,0.2241,112,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Acrylonitrile,ppbv,0,2,1.3698,68.5,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,tert-Butyl alcohol,ppbv,0,0.2,0.172,86,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Methylene chloride,ppbv,0,2,2.3929,119.6,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Freon 113,ppbv,0,0.2,0.2802,140.1,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,3-Chloropropene,ppbv,0,2,1.9379,96.9,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Carbon disulfide,ppbv,0,2,2.0735,103.7,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"trans-1,2-Dichloroethene",ppbv,0,0.2,0.2258,112.9,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,tert-Methyl butyl ether (MTBE),ppbv,0,0.2,0.2724,136.2,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,1-Dichloroethane",ppbv,0,0.2,0.2804,140.2,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Vinyl acetate,ppbv,0,2,1.515,75.8,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Hexane,ppbv,0,0.2,0.2437,121.9,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,2-Butanone (MEK),ppbv,0,2,0.9524,47.6,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"cis-1,2-Dichloroethene",ppbv,0,0.2,0.2061,103.1,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Chloroform,ppbv,0,0.2,0.2385,119.2,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,ethyl acetate,ppbv,0,2,1.1897,59.5,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Tetrahydrofuran,ppbv,0,0.2,0.2189,109.5,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dichloroethane",ppbv,0,0.2,0.2657,132.8,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,1,1-Trichloroethane",ppbv,0,0.2,0.3025,151.3,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Cyclohexane,ppbv,0,0.2,0.3629,181.5,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Carbon tetrachloride,ppbv,0,0.2,0.3362,168.1,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Benzene,ppbv,0,0.2,0.3126,156.3,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,tert-Amyl methyl ether,ppbv,0,0.2,0.2273,113.6,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"2,2,4-Trimethylpentane",ppbv,0,0.2,0.2139,107,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Heptane,ppbv,0,0.2,0.261,130.5,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dichloropropane",ppbv,0,0.2,0.2576,128.8,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Trichloroethene,ppbv,0,0.2,0.2926,146.3,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Bromodichloromethane,ppbv,0,0.2,0.3161,158,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,4-Dioxane",ppbv,0,0.2,0.0414,20.7,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,Methyl methacrylate,ppbv,0,0.2,0.2386,119.3,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"cis-1,3-Dichloropropene",ppbv,0,0.2,0.2206,110.3,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,4-Methyl-2-pentanone (MIBK),ppbv,0,2,0.8549,42.7,12/4/2024,241204A8,241204A8.LOQ020
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"trans-1,3-Dichloropropene",ppbv,0,0.2,0.1806,90.3,12/4/2024,241204A8,241204A8.LOQ002
2024_QTR3_LOD_LOQ,TO15,LOQ_AIR1,"1,1,2-Trichloroethane",ppbv,0,0.2,0.2615,130.8,12/4/2024,241204A8,241204A8.LOQ002
